Movie release date,Number of movies,DATE,PERSON,LOCATION,NUMBER,TIME,ORGANIZATION,MISC,DURATION,SET,ORDINAL,MONEY,PERCENT
1927,64,"[('the', 12), ('day', 6), ('later', 5), ('now', 4), ('spring', 3), ('years', 3), ('days', 2), ('Tuesday', 2), ('June', 2), ('20th', 1)]","[('Stan', 28), ('Jesus', 28), ('Maria', 22), ('Sakichi', 20), ('Mary', 19), ('Tina', 17), ('Freder', 16), ('Rotwang', 15), ('Gretchen', 13), ('Joe', 13)]","[('China', 4), ('Paris', 4), ('Chinese', 3), ('American', 3), ('Irish', 3), ('Hollywood', 3), ('West', 2), ('California', 2), ('London', 2), ('Berlin', 2)]","[('two', 28), ('one', 15), ('three', 6), ('One', 5), ('Two', 2), ('six', 2), ('five', 2), ('years', 2), ('days', 1), ('day', 1)]","[('night', 14), ('the', 6), ('morning', 4), ('late', 1), ('sunrise', 1), ('12:00', 1), ('next', 1), ('evening', 1)]","[('Phelps', 8), ('Skeet', 7), ('Laurel', 4), ('and', 3), ('Marine', 2), ('Corps', 2), ('Navy', 2), ('of', 2), ('Service', 2), ('Metropolis', 2)]","[('English', 4), ('Thin', 4), ('Man', 4), ('German', 3), ('Chinese', 2), ('Germans', 2), ('Jewish', 2), ('Karl', 2), ('Arab', 2), ('Americans', 2)]","[('day', 11), ('the', 5), ('a', 4), ('second', 2), ('minute', 2), ('One', 2), ('two', 1), ('six-year-old', 1), ('one', 1), ('an', 1)]","[('annual', 1)]","[('first', 15), ('second', 4), ('third', 3), ('fourth', 1), ('fifth', 1), ('First', 1)]","[('$', 1), ('50K', 1), ('five', 1), ('dollars', 1)]",[]
1928,73,"[('now', 10), ('the', 7), ('once', 6), ('Once', 6), ('later', 4), ('days', 3), ('day', 3), ('fall', 2), ('A', 2), ('year', 2)]","[('Stan', 37), ('Ollie', 31), ('Sommer', 26), ('Davidson', 24), ('Sadie', 23), ('Letty', 19), ('Betty', 18), ('Haghi', 17), ('Hogan', 16), ('Steve', 15)]","[('French', 7), ('San', 7), ('Francisco', 7), ('Australia', 6), ('Russia', 5), ('Myrtle', 5), ('America', 4), ('France', 4), ('St.', 4), ('Petersburg', 4)]","[('one', 30), ('two', 22), ('326', 18), ('One', 5), ('years', 5), ('four', 3), ('three', 3), ('Four', 2), ('Two', 2), ('719', 2)]","[('night', 21), ('the', 4), ('evening', 3), ('morning', 2), ('Later', 2), ('that', 2), ('afternoon', 1)]","[('House', 4), ('Military', 3), ('Lige', 3), ('Les', 2), ('J.C.', 2), ('Academy', 2), ('Ceylon', 2), ('of', 2), ('Cherry', 2), ('Dea', 2)]","[('War', 5), ('British', 5), ('French', 5), ('Russian', 5), ('World', 4), ('English', 3), ('Civil', 3), ('I.', 2), ('German', 2), ('Grand', 2)]","[('day', 7), ('the', 4), ('One', 3), ('next', 3), ('a', 3), ('three', 2), ('two', 2), ('few', 2), ('months', 2), ('15', 2)]","[('daily', 1)]","[('first', 19), ('second', 2), ('fifth', 1), ('First', 1)]","[('$', 4), ('10,000', 3), ('100,000', 1)]",[]
1929,91,"[('April', 13), ('now', 8), ('later', 6), ('the', 5), ('years', 5), ('fall', 5), ('once', 4), ('Once', 4), ('1929', 4), ('1940', 2)]","[('Oswald', 66), ('Mickey', 35), ('Ollie', 33), ('Stan', 27), ('Steve', 26), ('Marcus', 21), ('Pete', 21), ('Queenie', 21), ('Hank', 19), ('Lulu', 19)]","[('New', 8), ('York', 8), ('States', 5), ('Europe', 5), ('Ciglia', 5), ('America', 4), ('City', 4), ('San', 4), ('United', 3), ('Toyo', 3)]","[('two', 41), ('one', 24), ('three', 11), ('One', 4), ('Two', 3), ('Four', 3), ('four', 3), ('dozen', 3), ('hours', 2), ('316', 1)]","[('night', 6), ('evening', 4), ('morning', 3), ('the', 3), ('late', 1), ('that', 1), ('around', 1), ('three', 1), ('in', 1), ('Sunrise', 1)]","[('Laurel', 8), ('Hardy', 5), ('Indians', 5), ('Ciglia', 4), ('Meta', 3), ('and', 3), ('Red', 3), ('Shadow', 3), ('Peace', 2), ('League', 2)]","[('Virginian', 10), ('Blue', 9), ('Boy', 9), ('French', 4), ('Broadway', 3), ('Indian', 3), ('European', 2), ('Thymian', 2), ('Hungarian', 2), ('Seasons', 2)]","[('day', 14), ('One', 6), ('a', 6), ('the', 6), ('next', 4), ('few', 3), ('months', 2), ('years', 2), ('year', 2), ('The', 2)]","[('Twilight', 1), ('annual', 1)]","[('first', 32), ('second', 8), ('First', 1), ('third', 1), ('Seventh', 1)]","[('$', 6), ('10,000', 2), ('40,000', 1), ('5,000', 1), ('500,000', 1), ('1500', 1)]",[]
1930,99,"[('the', 10), ('now', 9), ('once', 6), ('day', 4), ('later', 3), (',', 3), ('fall', 3), ('winter', 2), ('Once', 2), ('1837', 2)]","[('Oswald', 43), ('Tom', 26), ('Paul', 25), ('Jackie', 24), ('Mrs.', 23), ('Mary', 21), ('Kennedy', 21), ('Stan', 19), ('Jack', 16), ('Dorothy', 16)]","[('Atlantic', 8), ('New', 6), ('French', 6), ('York', 5), ('Africa', 5), ('Germany', 5), ('Paris', 4), ('Louis', 4), ('France', 4), ('American', 4)]","[('one', 32), ('two', 27), ('three', 13), ('One', 5), ('Two', 2), ('|', 2), ('years', 2), ('days', 2), ('thirty', 1), ('forty', 1)]","[('night', 21), ('the', 9), ('morning', 8), ('evening', 3), ('that', 2), ('Later', 1), ('afternoon', 1), ('very', 1), ('midnight', 1)]","[('Cherry', 7), ('Raffles', 6), ('LaTour', 4), ('Laurel', 3), ('Raleigh', 3), ('La', 3), ('Bessiere', 3), ('Legionnaire', 3), ('Ursus', 3), ('House', 3)]","[('War', 8), ('World', 7), ('British', 6), ('Germans', 4), ('German', 3), ('Polish', 3), ('English', 2), ('Box', 2), ('American', 2), ('Gypsies', 2)]","[('day', 12), ('the', 4), ('next', 4), ('three', 3), ('One', 3), ('a', 3), ('The', 2), ('second', 2), ('weeks', 1), ('50-year-old', 1)]","[('annual', 2), ('daily', 2)]","[('first', 10), ('First', 2), ('Second', 2), ('14th', 1), ('third', 1), ('7th', 1)]","[('$', 3), ('200,000', 1), ('100,000', 1), ('10,000', 1)]","[('Full', 1), ('%', 1)]"
1931,129,"[('now', 23), ('the', 8), ('later', 7), ('once', 6), ('fall', 5), ('recently', 4), ('Once', 3), ('day', 3), ('Now', 3), ('One', 2)]","[('Spade', 50), ('Betty', 32), ('Ollie', 32), ('Dr.', 30), ('Hyde', 26), ('Oswald', 26), ('Mrs.', 24), ('Joe', 23), ('Sam', 22), ('Gutman', 21)]","[('New', 20), ('York', 20), ('Cairo', 14), ('London', 9), ('Brockton', 9), ('Paris', 8), ('American', 6), ('France', 5), ('Russia', 5), ('City', 4)]","[('one', 41), ('two', 40), ('three', 12), ('One', 8), ('years', 5), ('Two', 3), ('million', 2), ('days', 2), ('seven', 1), ('Five', 1)]","[('night', 35), ('the', 14), ('morning', 11), ('evening', 8), ('afternoon', 5), ('that', 5), ('Later', 4), (',', 1), ('dawn', 1), ('sunrise', 1)]","[('Bimbo', 15), ('Jekyll', 14), ('Spud', 10), ('Renfield', 9), ('Arrowsmith', 8), ('Macheath', 7), ('Dracula', 7), ('Madelon', 6), ('Army', 6), ('Schomburg', 6)]","[('World', 10), ('War', 10), ('French', 5), ('Aggie', 4), ('Wheezer', 4), ('Soviet', 4), ('Indian', 4), ('English', 3), ('Chinese', 3), ('American', 3)]","[('day', 19), ('years', 8), ('next', 8), ('a', 7), ('The', 6), ('One', 4), ('few', 4), ('the', 4), ('days', 3), ('months', 2)]","[('nightly', 1)]","[('first', 10), ('First', 3), ('second', 1), ('twentieth', 1)]","[('$', 11), ('1000', 4), ('dollars', 3), ('10,000', 2), ('5,000', 2), ('two', 1), ('twenty', 1), ('thousand', 1), ('100,000', 1), ('50', 1)]",[]
1932,141,"[('now', 21), ('once', 14), ('years', 8), ('the', 8), ('later', 6), ('Once', 5), ('wed', 3), ('day', 3), ('Now', 3), ('fall', 3)]","[('Helen', 51), ('Betty', 49), ('Oswald', 35), ('Ned', 31), ('John', 28), ('Jim', 28), ('Paul', 26), ('Mike', 24), ('Eddie', 24), ('Joan', 23)]","[('New', 18), ('York', 18), ('Sydney', 17), ('Brisbane', 13), ('Germany', 12), ('Paris', 10), ('America', 9), ('City', 9), ('Venice', 8), ('London', 6)]","[('one', 68), ('two', 37), ('One', 9), ('three', 8), ('|', 7), ('years', 6), ('eight', 3), ('four', 2), ('6', 2), ('five', 2)]","[('night', 39), ('the', 12), ('morning', 9), ('evening', 5), ('that', 2), ('Morning', 1), ('apartment', 1), ('later', 1), ('last', 1), ('The', 1)]","[('Bimbo', 10), ('Furst', 8), ('Laurel', 5), ('Nikko', 4), ('Army', 4), ('von', 4), ('Duke', 4), ('Piper', 4), ('Kroll', 4), ('American', 3)]","[('War', 10), ('World', 9), ('American', 5), ('German', 5), ('Broadway', 4), ('Italian', 4), ('Connie', 4), ('Empress', 4), ('Roxor', 4), ('Gis', 3)]","[('day', 31), ('next', 15), ('The', 10), ('the', 9), ('Day', 8), ('a', 7), ('One', 7), ('days', 4), ('year', 4), ('years', 4)]","[('every', 1), ('night', 1), ('monthly', 1)]","[('first', 37), ('second', 4), ('third', 2), ('First', 2), ('Second', 1), ('52nd', 1), ('13th', 1)]","[('$', 17), ('dollars', 3), ('million', 3), ('50,000', 2), ('10,000', 2), ('10', 2), ('cent', 2), ('200', 2), ('5000', 2), ('50', 2)]",[]
1933,134,"[('the', 16), ('now', 12), ('day', 8), ('once', 6), ('Once', 6), ('later', 6), ('years', 5), ('1933', 4), ('future', 4), ('March', 3)]","[('Betty', 66), ('Oswald', 54), ('Pauline', 31), ('George', 28), ('Jack', 26), ('Mark', 26), ('Eddie', 25), ('Joan', 25), ('Dr.', 24), ('Dan', 22)]","[('Bashan', 17), ('New', 16), ('York', 16), ('City', 11), ('London', 9), ('Paris', 8), ('Kong', 7), ('Italy', 7), ('American', 7), ('England', 7)]","[('one', 34), ('two', 33), ('One', 9), ('three', 8), ('|', 5), ('Three', 4), ('four', 4), ('years', 4), ('77', 3), ('five', 2)]","[('night', 30), ('the', 11), ('evening', 6), ('morning', 4), ('1', 2), ('a.m.', 2), ('afternoon', 2), ('The', 2), ('Night', 2), ('5:30', 1)]","[('Voltaire', 9), ('Bimbo', 8), ('Knowlton', 8), ('Diavolo', 7), ('Laurel', 7), ('Belle', 6), ('Ira', 6), ('Marx', 4), ('Brothers', 4), ('Barney', 4)]","[('Man', 25), ('Old', 18), ('War', 9), ('German', 9), ('World', 7), ('Wild', 7), ('Austrian', 7), ('American', 6), ('English', 6), ('African', 5)]","[('day', 15), ('the', 7), ('next', 7), ('a', 6), ('One', 5), ('months', 5), ('The', 4), ('years', 3), ('Year', 2), ('several', 2)]",[],"[('first', 24), ('second', 7), ('First', 3), ('third', 2), ('fourth', 2), ('Second', 1), ('fifth', 1), ('2nd', 1)]","[('$', 6), ('3', 2), ('5', 1), ('ten', 1), ('cent', 1), ('Million', 1), ('Dollar', 1), ('15,000', 1), ('10,000', 1), ('25,000', 1)]","[('Full', 1), ('%', 1)]"
1934,120,"[('now', 23), ('the', 12), ('once', 10), ('later', 8), ('years', 6), ('day', 5), ('Once', 5), ('previously', 4), ('ago', 3), ('fall', 3)]","[('Peter', 44), ('Ollie', 42), ('Stan', 28), ('Catherine', 27), ('Dant', 24), ('Jim', 23), ('Mr.', 23), ('John', 22), ('Betty', 22), ('Stephen', 21)]","[('New', 17), ('York', 15), ('Virginia', 13), ('Paris', 11), ('France', 10), ('Wellington', 10), ('French', 9), ('England', 9), ('London', 9), ('Europe', 7)]","[('one', 51), ('two', 37), ('One', 11), ('years', 11), ('three', 7), ('|', 5), ('Three', 4), ('day', 4), ('Two', 3), ('Four', 2)]","[('night', 23), ('the', 12), ('morning', 10), ('evening', 10), ('midnight', 2), ('noon', 1), ('afternoon', 1), ('opening', 1)]","[('Liliom', 19), ('Pimpernel', 6), ('Delilah', 6), ('Mac', 5), ('Piper', 4), ('Scarlet', 4), ('Laurel', 4), ('Times', 3), ('Duke', 3), ('of', 2)]","[('British', 10), ('Dutch', 7), ('World', 5), ('Bogeymen', 5), ('Baroque', 5), ('War', 4), ('French', 4), ('English', 4), ('German', 4), ('Chinese', 3)]","[('day', 16), ('the', 7), ('years', 7), ('next', 6), ('one', 4), ('a', 4), ('five', 4), ('three', 3), ('The', 3), ('month', 3)]","[('every', 2), ('day', 2)]","[('first', 21), ('second', 5), ('1st', 2), ('First', 1), ('2nd', 1)]","[('$', 12), ('7000', 1), ('39.60', 1), ('ten', 1), ('dollars', 1), ('90,000', 1), ('50,000', 1), ('300,000', 1), ('60', 1), ('10,000', 1)]","[('%', 2), ('20', 1), ('Full', 1)]"
1935,142,"[('now', 21), ('the', 17), ('later', 7), ('once', 7), ('years', 6), ('day', 6), ('Once', 5), ('Winter', 5), ('1935', 4), ('Now', 4)]","[('Martin', 42), ('Charlie', 39), ('Henry', 32), ('Dr.', 28), ('George', 27), ('Wei', 27), ('Ambrose', 24), ('Terry', 23), ('Ollie', 23), ('Jim', 22)]","[('New', 21), ('Paris', 19), ('York', 14), (""D'Artagnan"", 12), ('Shanghai', 7), ('France', 7), ('City', 6), ('French', 6), ('Orleans', 6), ('Gibraltar', 6)]","[('one', 46), ('two', 38), ('three', 13), ('One', 7), ('|', 5), ('years', 4), ('Two', 3), ('five', 2), ('1', 2), ('Three', 2)]","[('night', 22), ('morning', 6), ('the', 6), ('evening', 3), ('that', 3), ('midnight', 2), ('later', 2), ('2:00', 1), ('pm', 1), ('Midnight', 1)]","[('Marietta', 37), ('Warrington', 22), ('Spud', 6), ('Post', 6), ('Office', 6), ('Piper', 6), ('Laurel', 5), ('and', 5), ('of', 5), ('Spanky', 5)]","[('Beans', 16), ('English', 6), ('British', 6), ('Stooges', 6), ('American', 5), ('German', 5), ('Nevern', 5), ('Indians', 5), ('Americans', 4), ('French', 4)]","[('day', 24), ('a', 9), ('One', 7), ('the', 6), ('next', 5), ('The', 4), ('years', 4), ('year', 4), ('second', 3), ('days', 3)]","[('daily', 3), ('every', 1), ('minute', 1), ('annual', 1), ('Every', 1)]","[('first', 27), ('third', 4), ('1st', 1), ('41st', 1), ('sixth', 1), ('second', 1), ('twenty-first', 1)]","[('$', 19), ('10,000', 5), ('5,000', 2), ('58', 2), ('150', 1), ('100', 1), ('250,000', 1), ('1,000', 1), ('150,000', 1), ('50,000', 1)]","[('%', 2), ('51', 1), ('Full', 1)]"
1936,129,"[('now', 14), ('later', 10), ('once', 9), ('January', 7), ('the', 6), ('years', 5), ('June', 4), ('day', 4), ('A', 4), ('recently', 3)]","[('John', 31), ('Jonathan', 28), ('Dr.', 26), ('Betty', 24), ('Mike', 23), ('Mary', 22), ('Peggy', 22), ('Sally', 22), ('Jack', 20), ('Brad', 19)]","[('New', 17), ('Barstow', 14), ('England', 13), ('York', 12), ('City', 11), ('Washington', 9), ('American', 7), ('San', 6), ('Francisco', 6), ('Paris', 6)]","[('one', 37), ('two', 36), ('three', 14), ('One', 7), ('four', 5), ('years', 5), ('2,000', 3), ('year', 2), ('weeks', 1), ('months', 1)]","[('night', 17), ('the', 8), ('evening', 5), ('morning', 4), ('5:13', 1), ('a.m.', 1)]","[('of', 8), ('Indians', 8), ('Gene', 8), ('Paradise', 6), ('Alfalfa', 6), ('Duke', 6), ('Magnolia', 6), ('Army', 5), ('IRA', 5), ('Angerstein', 5)]","[('Beans', 10), ('Indian', 6), ('Indians', 6), ('War', 5), ('French', 4), ('Broadway', 4), ('Miss', 4), ('Glory', 4), ('European', 3), ('Russian', 3)]","[('day', 16), ('next', 5), ('years', 5), ('a', 5), ('the', 4), ('two', 2), ('Day', 2), ('The', 2), ('six', 1), ('six-day', 1)]","[('daily', 1), ('annual', 1), ('every', 1), ('day', 1), ('weekly', 1)]","[('first', 13), ('second', 2), ('27th', 2), ('third', 2)]","[('$', 10), ('100,000', 2), ('10,000', 2), ('50', 2), ('50,000', 2), ('15,000', 1), ('seven', 1), ('hundred', 1), ('dollars', 1), ('5,000,000', 1)]",[]
1937,127,"[('now', 23), ('once', 9), ('the', 7), ('years', 7), ('later', 6), ('May', 4), ('Once', 4), ('1936', 3), ('year', 3), ('ago', 3)]","[('Irene', 32), ('Paul', 27), ('Henry', 26), ('Raymond', 26), ('Carol', 24), ('John', 24), ('Mary', 23), ('Jerry', 20), ('George', 20), ('Arthur', 19)]","[('New', 16), ('York', 16), ('Paris', 8), ('England', 7), ('United', 7), ('States', 7), ('America', 7), ('Vail', 7), ('American', 6), ('Virginia', 6)]","[('one', 40), ('two', 29), ('years', 9), ('|', 8), ('One', 7), ('four', 7), ('three', 6), ('five', 4), ('seven', 4), ('Four', 3)]","[('night', 23), ('the', 17), ('morning', 10), ('evening', 8), ('midnight', 1), ('afternoon', 1), ('this', 1), ('Morning', 1)]","[('Duke', 23), ('Crystal', 15), ('Gene', 12), ('Alfalfa', 8), ('Petunia', 5), ('Cosmo', 5), ('NY', 4), ('Times', 4), ('Red', 4), ('Army', 4)]","[('Broadway', 8), ('American', 6), ('``', 4), ('Chinese', 4), ('War', 4), ('Stooges', 3), ('Rhythm', 3), ('Arlingtons', 3), ('World', 3), ('British', 3)]","[('day', 16), ('the', 13), ('next', 10), ('The', 5), ('years', 5), ('one', 5), ('a', 4), ('several', 3), ('three', 3), ('week', 2)]","[('annual', 2), ('daily', 1), ('every', 1), ('day', 1)]","[('first', 26), ('third', 3), ('second', 3), ('20th', 2), ('3rd', 1), ('First', 1)]","[('$', 14), ('dollars', 2), ('500', 2), ('100,000', 2), ('62', 2), ('14,000', 1), ('6,000', 1), ('5,000', 1), ('50,000', 1), ('hundred', 1)]",[]
1938,138,"[('now', 23), ('the', 11), ('later', 8), ('day', 8), ('June', 8), ('once', 7), ('Once', 6), ('years', 5), ('recently', 3), (""'s"", 3)]","[('Mr.', 43), ('Tommy', 39), ('Donald', 36), ('Louise', 34), ('Peter', 33), ('Lee', 31), ('Bill', 28), ('Mrs.', 26), ('Michael', 26), ('Cranston', 25)]","[('Paris', 15), ('New', 15), ('York', 13), ('France', 12), ('London', 11), ('San', 8), ('Francisco', 8), ('Europe', 7), ('Hollywood', 7), ('French', 5)]","[('one', 61), ('two', 40), ('three', 12), ('years', 9), ('|', 9), ('One', 8), ('five', 7), ('four', 7), ('seven', 5), ('Two', 5)]","[('night', 30), ('the', 18), ('evening', 7), ('morning', 7), ('afternoon', 4), ('that', 4), ('dawn', 4), ('eight', 1), (""o'clock"", 1), ('golf', 1)]","[('Times', 9), ('Sarasa', 9), ('Lesseps', 7), ('Madelon', 7), ('Laurel', 7), ('NY', 6), ('Alma', 6), ('Templar', 6), ('of', 5), ('Oxford', 5)]","[('British', 8), ('Stooges', 6), ('Broadway', 6), ('War', 6), ('German', 5), ('Carltons', 5), ('French', 4), ('American', 3), ('Curly', 3), ('World', 3)]","[('day', 21), ('the', 13), ('a', 13), ('next', 9), ('The', 6), ('years', 6), ('days', 5), ('week', 4), ('few', 4), ('four', 4)]","[('daily', 2), ('every', 2), ('Daily', 2), ('night', 1), ('annual', 1), ('day', 1), ('Every', 1), ('week', 1)]","[('first', 17), ('third', 3), ('second', 3), ('59th', 2), ('tenth', 1), ('Third', 1), ('fifth', 1), ('fourth', 1), ('First', 1), ('one', 1)]","[('$', 15), ('dollars', 6), ('twenty', 5), ('100,000', 2), ('5000', 2), ('million', 2), ('92', 2), ('2,500', 2), ('8000', 1), ('100', 1)]","[('Full', 1), ('%', 1)]"
1939,135,"[('now', 28), ('the', 9), ('years', 8), ('later', 8), ('once', 7), ('Spring', 4), ('day', 3), ('1933', 3), ('Now', 3), ('Once', 3)]","[('Scarlett', 58), ('Mary', 49), ('John', 29), ('Eddie', 28), ('Rhett', 28), ('Donald', 26), ('Tommy', 25), ('Ashley', 25), ('Mrs.', 24), ('Wolf', 24)]","[('New', 18), ('York', 15), ('City', 14), ('Longinus', 10), ('Dallas', 9), ('Paris', 7), ('Atlanta', 7), ('Pluto', 6), ('London', 6), ('Lilliput', 6)]","[('one', 40), ('two', 35), ('three', 19), ('|', 11), ('years', 10), ('Three', 9), ('day', 5), ('One', 4), ('Two', 4), ('39013', 4)]","[('night', 17), ('morning', 6), ('the', 5), ('afternoon', 4), ('midnight', 4), ('evening', 3), ('that', 3), ('Later', 2), ('home', 1), ('later', 1)]","[('Crystal', 12), ('NY', 8), ('Times', 8), ('Essex', 8), ('Army', 7), ('Dodge', 7), ('British', 6), ('Travers', 6), ('Templar', 6), ('Alfalfa', 5)]","[('War', 14), ('World', 12), ('English', 8), ('Connie', 8), ('British', 6), ('Kid', 4), ('French', 4), ('Man', 4), ('German', 4), ('American', 4)]","[('day', 14), ('the', 6), ('one', 6), ('a', 5), ('Year', 5), ('next', 5), ('One', 4), ('hours', 3), ('years', 3), ('two', 3)]","[('every', 3), ('night', 2), ('annual', 1)]","[('first', 24), ('second', 4), ('third', 3), ('Second', 1), ('fifth', 1), ('23rd', 1), ('fourth', 1), ('Fifth', 1), ('6th', 1), ('18th', 1)]","[('$', 9), ('cents', 6), ('50', 4), ('15', 2), ('10,000', 2), ('300,000', 1), ('37', 1), ('5,000', 1), ('50,000', 1), ('1,000,000', 1)]","[('125', 1), ('%', 1)]"
1940,134,"[('now', 19), ('the', 11), ('once', 8), ('April', 6), ('fall', 5), ('years', 4), ('day', 3), ('later', 3), ('century', 3), ('night', 2)]","[('Mr.', 35), ('John', 33), ('Stan', 31), ('Ollie', 31), ('Mrs.', 30), ('Jasper', 30), ('Dr.', 27), ('Mary', 27), ('Kralik', 26), ('Elmer', 25)]","[('New', 24), ('York', 22), ('England', 13), ('Georgia', 9), ('California', 9), ('City', 8), ('Germany', 8), ('Jiminy', 7), ('British', 6), ('London', 6)]","[('one', 55), ('two', 36), ('three', 15), ('|', 10), ('years', 8), ('One', 7), ('606', 5), ('four', 4), ('&#34;', 4), ('day', 4)]","[('night', 33), ('the', 13), ('morning', 7), ('evening', 6), ('Later', 3), ('that', 3), ('The', 2), ('daybreak', 1), ('afternoon', 1), ('Night', 1)]","[('Flower', 11), ('Belle', 11), ('Times', 9), ('Shaw', 9), ('Templar', 9), ('of', 8), ('Reuter', 7), ('NY', 7), ('Nazi', 5), ('Edison', 5)]","[('German', 9), ('War', 8), ('American', 7), ('British', 6), ('World', 5), ('Confederate', 5), ('Germans', 5), ('Indians', 4), ('Civil', 4), ('Christmas', 4)]","[('day', 14), ('years', 8), ('the', 8), ('a', 7), ('next', 6), ('The', 5), ('one', 4), ('year', 3), ('months', 3), ('days', 3)]","[('every', 2), ('week', 1), ('annual', 1), ('daily', 1), ('weekly', 1)]","[('first', 39), ('second', 13), ('First', 3), ('third', 1), ('39th', 1), ('97th', 1)]","[('$', 16), ('90,000', 3), ('10,000', 3), ('1-million', 2), ('50,000', 1), ('25,000', 1), ('50', 1), ('200', 1), ('2', 1), ('1,000,000', 1)]",[]
1941,129,"[('April', 40), ('now', 27), ('once', 24), ('the', 21), ('years', 12), ('Once', 10), ('day', 8), ('later', 8), ('currently', 2), ('earlier', 2)]","[('Mike', 62), ('Jerry', 52), ('Tom', 41), ('Ivan', 39), ('Elmer', 36), ('Richard', 35), ('Harvey', 34), ('Patsy', 33), ('Miss', 30), ('Spade', 28)]","[('New', 29), ('York', 24), ('Cairo', 10), ('London', 9), ('City', 8), ('Irish', 8), ('British', 7), ('Britain', 7), ('Paris', 6), ('Wistful', 6)]","[('one', 64), ('two', 37), ('&#39;', 10), ('three', 8), ('One', 8), ('|', 8), ('&#34;', 6), ('years', 5), ('four', 4), ('Two', 3)]","[('night', 27), ('the', 13), ('morning', 10), ('evening', 8), ('that', 2), ('dawn', 2), ('midnight', 2), ('later', 1), ('The', 1), ('Later', 1)]","[('Teddy', 10), ('Shaw', 10), ('Gene', 10), ('Union', 8), ('Army', 7), ('Western', 7), ('Indians', 7), ('of', 6), ('Red', 5), ('Scorpion', 5)]","[('Indians', 8), ('Christmas', 7), ('British', 7), ('German', 6), ('War', 6), ('American', 6), ('World', 5), ('Germans', 4), ('Chinese', 4), ('Indian', 3)]","[('day', 24), ('a', 14), ('years', 11), ('the', 7), ('year', 6), ('One', 6), ('next', 4), ('several', 3), ('hours', 3), ('few', 3)]","[('each', 2), ('daily', 1), ('night', 1), ('year', 1), ('every', 1), ('week', 1), ('Daily', 1)]","[('first', 34), ('third', 4), ('fourth', 4), ('second', 3), ('Second', 2), ('First', 1), ('fifth', 1)]","[('$', 18), ('dollars', 3), ('5,000', 3), ('50,000', 2), ('500', 2), ('1000', 2), ('ten', 1), ('25,000', 1), ('10,000', 1), ('50', 1)]","[('%', 7), ('pg', 1), ('#v', 1), ('22Robert', 1), ('20Rossen', 1), ('22', 1), ('Full', 1), ('75', 1)]"
1942,130,"[('now', 42), ('once', 15), ('the', 11), ('Now', 8), ('1941', 8), ('later', 5), ('Once', 5), ('December', 5), ('years', 3), ('today', 3)]","[('Jerry', 70), ('Tom', 56), ('Donald', 43), ('Kane', 42), ('Linda', 35), ('Jim', 34), ('Elmer', 32), ('Steve', 29), ('Hannah', 27), ('Danny', 26)]","[('City', 17), ('American', 17), ('New', 15), ('York', 14), ('Beaumont', 14), ('England', 13), ('German', 12), ('America', 11), ('United', 9), ('States', 9)]","[('one', 68), ('&#34;', 44), ('two', 33), ('three', 18), ('&#39;', 10), ('years', 7), ('One', 7), ('|', 6), ('five', 4), ('day', 4)]","[('night', 41), ('the', 15), ('morning', 14), ('evening', 8), ('that', 2), ('The', 2), ('sunrise', 1), ('8:30', 1), ('am', 1), ('midnight', 1)]","[('Nazi', 16), ('FBI', 11), ('Royal', 8), ('Nazis', 8), ('Gestapo', 7), ('Cadwalader', 7), ('of', 6), ('Renault', 6), ('Navy', 6), ('Marine', 6)]","[('Japanese', 32), ('World', 28), ('War', 27), ('German', 21), ('II', 20), ('Germans', 11), ('American', 8), ('Americans', 8), ('British', 7), ('Nazi', 6)]","[('day', 14), ('years', 10), ('next', 8), ('The', 7), ('the', 6), ('a', 6), ('old', 5), ('One', 4), ('year', 4), ('one', 4)]","[('Daily', 1), ('every', 1), ('day', 1)]","[('first', 30), ('second', 5), ('fifth', 5), ('fourth', 3), ('third', 3), ('Second', 2), ('25th', 1), ('sixth', 1), ('8th', 1), ('First', 1)]","[('$', 8), ('thousand', 7), ('dollars', 5), ('dollar', 2), ('50', 2), ('60,000', 1), ('40,000', 1), ('50,000', 1), ('5,000', 1), ('20,000', 1)]",[]
